"","parameter","estimate","CI.low","CI.high","p.value","p.value.adj","alpha.adj","significance"
"1","baseline_cortex_Rt_Bcl11b_Tns/Blk1",3.68898163345847,3.53703508348416,3.80350310978248,0,0,0.000219298245614035,"***"
"2","beta_Rt_cortex_Bcl11b_right_X_Tns/Blk1",0.0622175175335473,-0.116543147054087,0.205243338449521,0.212279293739968,11.2508025682183,0.000943396226415094,"ns"
"3","beta_Rt_cortex_Bcl11b_18_X_Tns/Blk1",0.643807812113535,0.501518515848288,0.79483768854239,0,0,0.000220264317180617,"***"
"4","beta_Rt_cortex_Bcl11b_right18_X_Tns/Blk1",-0.0662358364011312,-0.230975399744807,0.151916992577146,0.283707865168539,13.0505617977528,0.00108695652173913,"ns"
"5","baseline_cortex_Rt_Bcl11b_Tns/Blk2",2.38026653493709,2.21553799749767,2.45704225023133,0,0,0.000221238938053097,"***"
"6","beta_Rt_cortex_Bcl11b_right_X_Tns/Blk2",0.0707729100028211,-0.0924374088187418,0.223852347609648,0.14145264847512,8.48715890850722,0.000833333333333333,"ns"
"7","beta_Rt_cortex_Bcl11b_18_X_Tns/Blk2",0.37827719722642,0.126221671963241,0.57050427960114,0,0,0.000222222222222222,"***"
"8","beta_Rt_cortex_Bcl11b_right18_X_Tns/Blk2",-0.339990588995207,-0.604634733997469,-0.0523188521363075,0,0,0.000223214285714286,"***"
"9","baseline_cortex_Rt_Cux2_Tns/Blk1",2.67370200036,2.53845414581432,2.7258876199411,0,0,0.000224215246636771,"***"
"10","beta_Rt_cortex_Cux2_right_X_Tns/Blk1",0.125209743353194,-0.0226434284010299,0.253134120886836,0.0024077046548957,0.30818619582665,0.000390625,"ns"
"11","beta_Rt_cortex_Cux2_18_X_Tns/Blk1",0.532589030197223,0.321608815861999,0.680036131053482,0,0,0.000225225225225225,"***"
"12","beta_Rt_cortex_Cux2_right18_X_Tns/Blk1",-0.210394389115886,-0.428225196391705,0.0670248010319302,0.0038121990369181,0.472712680577844,0.000403225806451613,"ns"
"13","baseline_cortex_Rt_Cux2_Tns/Blk2",2.83606608694962,2.54247601719195,2.98809606448144,0,0,0.000226244343891403,"***"
"14","beta_Rt_cortex_Cux2_right_X_Tns/Blk2",-0.027289052184324,-0.265930346299813,0.255196290992791,0.763242375601926,12.9751203852327,0.00294117647058824,"ns"
"15","beta_Rt_cortex_Cux2_18_X_Tns/Blk2",0.456658928773781,0.150253412758023,1.37914894414041,0.0104333868378812,1.18940609951846,0.00043859649122807,"ns"
"16","beta_Rt_cortex_Cux2_right18_X_Tns/Blk2",-0.0186664808932638,-0.653363457981827,0.297474517390305,0.906099518459069,5.43659711075441,0.00833333333333333,"ns"
"17","baseline_cortex_Rt_Cux2_Tns/Blk3",4.57324123013814,4.41746874715099,4.68603152898341,0,0,0.000227272727272727,"***"
"18","beta_Rt_cortex_Cux2_right_X_Tns/Blk3",0.179110417276125,0.021390199659826,0.379191187357954,0.000601926163723898,0.0848715890850696,0.000354609929078014,"ns"
"19","beta_Rt_cortex_Cux2_18_X_Tns/Blk3",1.24731840389318,1.14240625973316,1.46629919066961,0,0,0.000228310502283105,"***"
"20","beta_Rt_cortex_Cux2_right18_X_Tns/Blk3",-0.562206442785812,-0.811839269557043,-0.373587875674127,0,0,0.000229357798165138,"***"
"21","baseline_cortex_Rt_Fezf2_Tns/Blk1",3.80640320411021,3.54843984134941,3.91869556544624,0,0,0.000230414746543779,"***"
"22","beta_Rt_cortex_Fezf2_right_X_Tns/Blk1",0.0140982829125889,-0.165709909202883,0.229922328295363,0.830658105939005,9.96789727126806,0.00416666666666667,"ns"
"23","beta_Rt_cortex_Fezf2_18_X_Tns/Blk1",0.135410837180174,-0.0634848002764437,0.386639925999397,0.0510634028892456,4.13613563402889,0.000617283950617284,"ns"
"24","beta_Rt_cortex_Fezf2_right18_X_Tns/Blk1",-0.0880158046867648,-0.466534902003783,0.176134814469038,0.379313804173355,14.0346107544141,0.00135135135135135,"ns"
"25","baseline_cortex_Rt_Fezf2_Tns/Blk2",3.62470602189818,3.19224240486085,4.58870884581608,0,0,0.000231481481481481,"***"
"26","beta_Rt_cortex_Fezf2_right_X_Tns/Blk2",-0.044949409787566,-0.963935925755587,0.335477339973464,0.829052969502408,10.7776886035313,0.00384615384615385,"ns"
"27","beta_Rt_cortex_Fezf2_18_X_Tns/Blk2",0.404657643287131,-0.612434759262205,0.848614008023712,0.0490569823434992,4.07172953451043,0.000602409638554217,"ns"
"28","beta_Rt_cortex_Fezf2_right18_X_Tns/Blk2",-0.117682830348099,-0.647468760583951,0.804212897843757,0.599317817014446,13.7843097913323,0.00217391304347826,"ns"
"29","baseline_cortex_Rt_Fezf2_Tns/Blk3",4.6476293428416,3.6562013252866,4.85408082397369,0,0,0.000232558139534884,"***"
"30","beta_Rt_cortex_Fezf2_right_X_Tns/Blk3",0.246034024799711,-0.13730939848678,1.24637774988728,0.131320224719101,8.27317415730337,0.000793650793650794,"ns"
"31","beta_Rt_cortex_Fezf2_18_X_Tns/Blk3",0.479971124960322,0.233678105584726,1.46537047046922,0.0209670947030498,2.07574237560193,0.000505050505050505,"ns"
"32","beta_Rt_cortex_Fezf2_right18_X_Tns/Blk3",-0.495949476614622,-1.62660516487421,-0.0466963932821255,0.0331059390048154,3.04574638844302,0.000543478260869565,"ns"
"33","baseline_cortex_Rt_Fezf2_Tns/Blk4",2.13060749358908,2.02481098727609,2.18652574249471,0,0,0.000233644859813084,"***"
"34","beta_Rt_cortex_Fezf2_right_X_Tns/Blk4",0.0311978836715005,-0.0622698514111202,0.14728846160687,0.320525682182986,13.1415529695024,0.00121951219512195,"ns"
"35","beta_Rt_cortex_Fezf2_18_X_Tns/Blk4",0.0836587565547327,-0.03303557430298,0.21105294797829,0.0151484751203852,1.62088683788122,0.000467289719626168,"ns"
"36","beta_Rt_cortex_Fezf2_right18_X_Tns/Blk4",-0.0261940036065559,-0.180814828745192,0.105872442162043,0.57935393258427,14.4838483146067,0.002,"ns"
"37","baseline_cortex_Rt_Nxph3_Tns/Blk1",5.72127425157568,5.57270413809185,5.90455035644766,0,0,0.000234741784037559,"***"
"38","beta_Rt_cortex_Nxph3_right_X_Tns/Blk1",0.178469660438686,0.0132194337684418,0.377223496641749,0.000902889245585903,0.121890048154097,0.00037037037037037,"ns"
"39","beta_Rt_cortex_Nxph3_18_X_Tns/Blk1",0.324872653223112,0.117733944821894,0.488321968262789,0,0,0.000235849056603774,"***"
"40","beta_Rt_cortex_Nxph3_right18_X_Tns/Blk1",-0.227862521377696,-0.470805512268585,-0.00350249090115762,0.000601926163723898,0.0842696629213457,0.000357142857142857,"ns"
"41","baseline_cortex_Rt_Nxph3_Tns/Blk2",4.42719225236163,4.1275065810466,4.57741631662406,0,0,0.00023696682464455,"***"
"42","beta_Rt_cortex_Nxph3_right_X_Tns/Blk2",0.287694827533059,-0.0277061069713016,0.621663664706241,0.0017054574638844,0.221709470304972,0.000384615384615385,"ns"
"43","beta_Rt_cortex_Nxph3_18_X_Tns/Blk2",0.744153340977919,0.483676493877969,1.05300850805601,0,0,0.000238095238095238,"***"
"44","beta_Rt_cortex_Nxph3_right18_X_Tns/Blk2",-0.388633796664857,-0.759617271433019,0.0288316266101309,0.000802568218298605,0.109951845906909,0.000364963503649635,"ns"
"45","baseline_cortex_Rt_Nxph3_Tns/Blk3",2.69581125426965,2.47526773618359,2.76039154044132,0,0,0.000239234449760766,"***"
"46","beta_Rt_cortex_Nxph3_right_X_Tns/Blk3",0.058175298648166,-0.14745505780673,0.250961755022722,0.362459871589085,13.7734751203852,0.00131578947368421,"ns"
"47","beta_Rt_cortex_Nxph3_18_X_Tns/Blk3",0.38070429940623,0.141012940162062,0.643072329513316,0,0,0.000240384615384615,"***"
"48","beta_Rt_cortex_Nxph3_right18_X_Tns/Blk3",-0.200598374051562,-0.554930293533236,0.19273303930044,0.0590890850722311,4.66803772070626,0.000632911392405063,"ns"
"49","baseline_cortex_Rt_Rorb_Tns/Blk1",3.01138574891188,2.81132479125926,3.0839911772844,0,0,0.000241545893719807,"***"
"50","beta_Rt_cortex_Rorb_right_X_Tns/Blk1",0.148714686296687,-0.0351223966106754,0.35243967141641,0.0052166934189406,0.641653290529694,0.00040650406504065,"ns"
"51","beta_Rt_cortex_Rorb_18_X_Tns/Blk1",0.20963363072452,-0.0127430718893868,0.425096074927908,0.000902889245585903,0.120987158908511,0.000373134328358209,"ns"
"52","beta_Rt_cortex_Rorb_right18_X_Tns/Blk1",-0.0993309286907951,-0.380357550992709,0.142700957551406,0.224418138041733,11.6697431781701,0.000961538461538462,"ns"
"53","baseline_cortex_Rt_Rorb_Tns/Blk2",3.09655616034792,2.75597266878968,3.57880808292006,0,0,0.000242718446601942,"***"
"54","beta_Rt_cortex_Rorb_right_X_Tns/Blk2",0.356035851859212,-0.179590001021826,0.798281437703809,0.0110353130016051,1.23595505617977,0.000446428571428571,"ns"
"55","beta_Rt_cortex_Rorb_18_X_Tns/Blk2",1.14382925137024,0.604509017248831,1.52202388279652,0,0,0.00024390243902439,"***"
"56","beta_Rt_cortex_Rorb_right18_X_Tns/Blk2",-0.677498669405509,-1.19926032488362,-0.0437315597557914,0,0,0.000245098039215686,"***"
"57","baseline_cortex_Rt_Rorb_Tns/Blk3",4.50367382756594,4.28304399431745,4.80107731799337,0,0,0.000246305418719212,"***"
"58","beta_Rt_cortex_Rorb_right_X_Tns/Blk3",0.445937965296603,0.0780972340289185,0.690683114587396,0,0,0.000247524752475248,"***"
"59","beta_Rt_cortex_Rorb_18_X_Tns/Blk3",0.977489612530285,0.673155613140253,1.28018021443256,0,0,0.000248756218905473,"***"
"60","beta_Rt_cortex_Rorb_right18_X_Tns/Blk3",-0.657875290593442,-0.98211667832637,-0.28519980478958,0,0,0.00025,"***"
"61","baseline_cortex_Rt_Rorb_Tns/Blk4",3.28765916996721,2.93807217478728,3.48787360786665,0,0,0.000251256281407035,"***"
"62","beta_Rt_cortex_Rorb_right_X_Tns/Blk4",0.120301489240833,-0.17752347707126,0.523120391824208,0.269662921348315,12.6741573033708,0.00106382978723404,"ns"
"63","beta_Rt_cortex_Rorb_18_X_Tns/Blk4",0.894251800940631,0.502417526446711,1.31989570063181,0,0,0.000252525252525253,"***"
"64","beta_Rt_cortex_Rorb_right18_X_Tns/Blk4",-0.566673825143363,-1.150071780241,-0.0688271999530511,0.000100321027287298,0.015148475120382,0.00033112582781457,"*"
"65","baseline_cortex_Rt_Satb2_Tns/Blk1",5.70640930277364,5.63038499548991,5.75902921550419,0,0,0.000253807106598985,"***"
"66","beta_Rt_cortex_Satb2_right_X_Tns/Blk1",0.111625000932611,0.0202504233424176,0.204209097740299,0,0,0.000255102040816327,"***"
"67","beta_Rt_cortex_Satb2_18_X_Tns/Blk1",0.174801837743291,0.084798106998285,0.263081517577526,0,0,0.000256410256410256,"***"
"68","beta_Rt_cortex_Satb2_right18_X_Tns/Blk1",-0.144507461683545,-0.26507311136904,-0.0204609862737372,0,0,0.000257731958762887,"***"
"69","baseline_cortex_Rt_Satb2_Tns/Blk2",5.91251368232185,5.82829904717729,5.97666394730191,0,0,0.000259067357512953,"***"
"70","beta_Rt_cortex_Satb2_right_X_Tns/Blk2",0.125787457257116,-0.00876803371294587,0.246954412182355,0.000702247191011196,0.096910112359545,0.00036231884057971,"ns"
"71","beta_Rt_cortex_Satb2_18_X_Tns/Blk2",0.411512720264974,0.327667287826519,0.531185426090629,0,0,0.000260416666666667,"***"
"72","beta_Rt_cortex_Satb2_right18_X_Tns/Blk2",-0.396182432173609,-0.539030640826392,-0.261052269422806,0,0,0.000261780104712042,"***"
"73","baseline_cortex_tslope_Bcl11b_Tns/Blk1",1.10673205471969,0.187964945734439,5.33341898334444,0.105437399678973,7.48605537720706,0.000704225352112676,"ns"
"74","beta_tslope_cortex_Bcl11b_right_X_Tns/Blk1",-0.11367564697988,-2.43572171007724,3.57007095663892,0.970104333868379,1.94020866773676,0.025,"ns"
"75","beta_tslope_cortex_Bcl11b_18_X_Tns/Blk1",-0.180308816767484,-2.44728961947513,3.48445920724078,0.860955056179775,7.74859550561798,0.00555555555555556,"ns"
"76","beta_tslope_cortex_Bcl11b_right18_X_Tns/Blk1",-0.410212385593522,-5.70918607534499,1.86561525278117,0.787219101123595,11.8082865168539,0.00333333333333333,"ns"
"77","baseline_cortex_tslope_Cux2_Tns/Blk1",3.64633467053397,2.51212375419158,5.57145613762359,0,0,0.000263157894736842,"***"
"78","beta_tslope_cortex_Cux2_right_X_Tns/Blk1",2.30408606395938,1.75932170849335,3.10710765443244,0,0,0.000264550264550265,"***"
"79","beta_tslope_cortex_Cux2_18_X_Tns/Blk1",0.824749653492356,-0.451151885396976,2.40836160723155,0.0201645264847512,2.03661717495987,0.000495049504950495,"ns"
"80","beta_tslope_cortex_Cux2_right18_X_Tns/Blk1",0.503878887378192,0.212667816177448,1.04416207831615,0.000300963081862005,0.0439406099518527,0.000342465753424658,"*"
"81","baseline_cortex_tslope_Cux2_Tns/Blk2",0.535104954100664,0.366197011811622,1.74871659562121,0.0057182985553772,0.691914125200641,0.000413223140495868,"ns"
"82","beta_tslope_cortex_Cux2_right_X_Tns/Blk2",0.26973062069674,-0.804889622474112,2.00300233823041,0.191914125200642,10.3633627608347,0.000925925925925926,"ns"
"83","beta_tslope_cortex_Cux2_18_X_Tns/Blk2",-0.128298373782577,-1.31607013910683,0.11207209487654,0.131119582664527,8.3916532905297,0.00078125,"ns"
"84","beta_tslope_cortex_Cux2_right18_X_Tns/Blk2",0.158624061772192,-1.41566799507504,1.38326061304346,0.522873194221509,14.6404494382022,0.00178571428571429,"ns"
"85","baseline_cortex_tslope_Fezf2_Tns/Blk1",3.943225426261,2.64723637107835,6.38938967571778,0,0,0.000265957446808511,"***"
"86","beta_tslope_cortex_Fezf2_right_X_Tns/Blk1",0.872028504112765,0.146237920249639,1.74909627366367,0.000401284109149302,0.0573836276083503,0.00034965034965035,"ns"
"87","beta_tslope_cortex_Fezf2_18_X_Tns/Blk1",0.819012862834741,0.255353189491091,2.18115996260866,0.0092295345104334,1.07985553772071,0.000427350427350427,"ns"
"88","beta_tslope_cortex_Fezf2_right18_X_Tns/Blk1",0.501142212665529,0.223736610670832,0.662639164039401,0,0,0.000267379679144385,"***"
"89","baseline_cortex_tslope_Fezf2_Tns/Blk2",3.02918237220076,1.18118241321108,7.95615349907491,0.0056179775280899,0.685393258426968,0.00040983606557377,"ns"
"90","beta_tslope_cortex_Fezf2_right_X_Tns/Blk2",-1.98403747557824,-2.82734069096126,3.62907210323315,0.0763443017656501,5.80216693418941,0.000657894736842105,"ns"
"91","beta_tslope_cortex_Fezf2_18_X_Tns/Blk2",3.31398024245413,1.00147606460608,5.57069696626417,0,0,0.000268817204301075,"***"
"92","beta_tslope_cortex_Fezf2_right18_X_Tns/Blk2",-2.13563207565268,-4.14734595046493,0.400846166546622,0.0035112359550562,0.438904494382025,4e-04,"ns"
"93","baseline_cortex_tslope_Fezf2_Tns/Blk3",0.338779574034165,0.279032550653092,0.780019873002071,0.000300963081862005,0.0436396468699907,0.000344827586206897,"*"
"94","beta_tslope_cortex_Fezf2_right_X_Tns/Blk3",0.0114644828826614,-0.219956111789966,0.166974078845184,0.793739967897271,11.1123595505618,0.00357142857142857,"ns"
"95","beta_tslope_cortex_Fezf2_18_X_Tns/Blk3",0.0348939953300561,-0.245532869244506,0.149374975206856,0.350621990369181,13.6742576243981,0.00128205128205128,"ns"
"96","beta_tslope_cortex_Fezf2_right18_X_Tns/Blk3",0.00717146513985611,-0.143254469218097,0.25792053102353,0.917435794542536,4.58717897271268,0.01,"ns"
"97","baseline_cortex_tslope_Nxph3_Tns/Blk1",0.457465416205695,0.319754092603465,1.15388829907902,0.000601926163723898,0.0836677367576218,0.000359712230215827,"ns"
"98","beta_tslope_cortex_Nxph3_right_X_Tns/Blk1",0.305540882212357,-0.339361508664928,1.94773229203709,0.111055377207063,7.66282102728732,0.00072463768115942,"ns"
"99","beta_tslope_cortex_Nxph3_18_X_Tns/Blk1",0.95922358088698,0.0227310446716159,2.57391880271676,0.0109349919743178,1.23565409309791,0.000442477876106195,"ns"
"100","beta_tslope_cortex_Nxph3_right18_X_Tns/Blk1",-0.646542879328134,-1.88556609914009,0.916174722018361,0.0818619582664526,6.13964686998394,0.000666666666666667,"ns"
"101","baseline_cortex_tslope_Nxph3_Tns/Blk2",1.33448811209344,0.322498445875993,4.7038591305181,0.088583467094703,6.46659309791332,0.000684931506849315,"ns"
"102","beta_tslope_cortex_Nxph3_right_X_Tns/Blk2",-0.894878150286292,-4.17315662929189,2.51978337030626,0.29002808988764,13.0512640449438,0.00111111111111111,"ns"
"103","beta_tslope_cortex_Nxph3_18_X_Tns/Blk2",-0.979042186768482,-4.21343542664271,0.111409863580896,0.228731942215088,11.6653290529695,0.000980392156862745,"ns"
"104","beta_tslope_cortex_Nxph3_right18_X_Tns/Blk2",0.843987513201112,-2.39057030545643,4.10474949723259,0.342495987158908,13.6998394863563,0.00125,"ns"
"105","baseline_cortex_tslope_Rorb_Tns/Blk1",2.81355207127498,1.02031904055085,5.52788509391355,0.0012038523274478,0.157704654895661,0.000381679389312977,"ns"
"106","beta_tslope_cortex_Rorb_right_X_Tns/Blk1",0.83499160911734,-0.938735603101028,3.94348232624015,0.181681380417336,10.1741573033708,0.000892857142857143,"ns"
"107","beta_tslope_cortex_Rorb_18_X_Tns/Blk1",-2.35894152086893,-3.28462438352077,1.60823338496256,0.00180577849117169,0.232945425361149,0.000387596899224806,"ns"
"108","beta_tslope_cortex_Rorb_right18_X_Tns/Blk1",-0.227704032162171,-1.57176274098201,2.56201075332234,0.750601926163724,14.2614365971108,0.00263157894736842,"ns"
"109","baseline_cortex_tslope_Rorb_Tns/Blk2",0.711589029431166,0.408537971133224,4.30216288743793,0.0932985553772071,6.71749598715891,0.000694444444444444,"ns"
"110","beta_tslope_cortex_Rorb_right_X_Tns/Blk2",0.376920524213542,-1.31375842153361,4.2096895027285,0.734851524879615,14.6970304975923,0.0025,"ns"
"111","beta_tslope_cortex_Rorb_18_X_Tns/Blk2",1.76484167404367,-1.0324377972347,3.73981037088763,0.0201645264847512,2.01645264847512,5e-04,"ns"
"112","beta_tslope_cortex_Rorb_right18_X_Tns/Blk2",3.4430809716378,2.06140118589756,4.5038363598493,0,0,0.00027027027027027,"***"
"113","baseline_cortex_tslope_Rorb_Tns/Blk3",0.946439816208697,0.359363573457263,2.59761276554802,0.0120385232744783,1.31219903691813,0.000458715596330275,"ns"
"114","beta_tslope_cortex_Rorb_right_X_Tns/Blk3",-0.367097613912823,-1.7457159032709,0.679896261852327,0.307584269662921,13.2261235955056,0.00116279069767442,"ns"
"115","beta_tslope_cortex_Rorb_18_X_Tns/Blk3",-0.26507809351417,-1.72346775069141,0.467769870038666,0.540730337078652,14.5997191011236,0.00185185185185185,"ns"
"116","beta_tslope_cortex_Rorb_right18_X_Tns/Blk3",0.272056060852646,-0.720046939572181,1.68161732245434,0.501203852327448,14.534911717496,0.00172413793103448,"ns"
